county_fips,County,BENES_TOTAL_CNT,PQI03_DBTS_AGE_LT_65,PQI05_COPD_ASTHMA_AGE_40_64,PQI15_ASTHMA_AGE_LT_40
34001,Atlantic,65478,,,
34003,Bergen,190321,,,
34005,Burlington,100977,,,
34007,Camden,105680,,,
34009,Cape May,31154,,,
34011,Cumberland,30881,,,
34013,Essex,128562,,,
34015,Gloucester,63998,,,
34017,Hudson,88092,,,
34019,Hunterdon,30730,,,
34021,Mercer,71822,,,
34023,Middlesex,154468,,,
34025,Monmouth,143479,,,
34027,Morris,104265,,,
34029,Ocean,169034,,,
34031,Passaic,91427,,,
34033,Salem,15287,,,
34035,Somerset,65010,,,
34037,Sussex,33488,,,
34000,UNKNOWN,*,,,
34039,Union,95438,,,
34041,Warren,25810,,,
35001,Bernalillo,143096,,,
35003,Catron,1634,,,
35005,Chaves,12669,,,
35006,Cibola,5082,,,
35007,Colfax,3979,,,
35009,Curry,8044,,,
35011,De Baca,548,,,
35013,Dona Ana,47842,,,
35015,Eddy,10320,,,
35017,Grant,9434,,,
35019,Guadalupe,1086,,,
35021,Harding,239,,,
35023,Hidalgo,1150,,,
35025,Lea,9831,,,
35027,Lincoln,6757,,,
35028,Los Alamos,3805,,,
35029,Luna,7011,,,
35031,McKinley,12387,,,
35033,Mora,1560,,,
35035,Otero,14743,,,
35037,Quay,2631,,,
35039,Rio Arriba,9753,,,
35041,Roosevelt,3315,,,
35045,San Juan,24458,,,
35047,San Miguel,7557,,,
35043,Sandoval,36359,,,
35049,Santa Fe,46329,,,
35051,Sierra,4753,,,
35053,Socorro,4172,,,
35055,Taos,10783,,,
35057,Torrance,4031,,,
35000,UNKNOWN,*,,,
35059,Union,988,,,
35061,Valencia,17975,,,
32510,Carson City,15426,,,
32001,Churchill,6300,,,
32003,Clark,416477,,,
32005,Douglas,18351,,,
32007,Elko,7988,,,
32009,Esmeralda,270,,,
32011,Eureka,387,,,
32013,Humboldt,3386,,,
32015,Lander,1012,,,
32017,Lincoln,1161,,,
32019,Lyon,16204,,,
32021,Mineral,1434,,,
32023,Nye,18819,,,
32027,Pershing,1188,,,
32029,Storey,1313,,,
32000,UNKNOWN,*,,,
32031,Washoe,102722,,,
32033,White Pine,2030,,,
36001,Albany,67645,,,
36003,Allegany,11454,,,
36005,Bronx,228555,,,
36007,Broome,47062,,,
36009,Cattaraugus,19875,,,
36011,Cayuga,18644,,,
36013,Chautauqua,33406,,,
36015,Chemung,21231,,,
36017,Chenango,13137,,,
36019,Clinton,20344,,,
36021,Columbia,17705,,,
36023,Cortland,10235,,,
36025,Delaware,13074,,,
36027,Dutchess,67563,,,
36029,Erie,218164,,,
36031,Essex,10768,,,
36033,Franklin,12469,,,
36035,Fulton,14606,,,
36037,Genesee,14684,,,
36039,Greene,12951,,,
36041,Hamilton,1833,,,
36043,Herkimer,16109,,,
36045,Jefferson,22504,,,
36047,Kings,409032,,,
36049,Lewis,6737,,,
36051,Livingston,15274,,,
36053,Madison,16719,,,
36055,Monroe,174475,,,
36057,Montgomery,12380,,,
36059,Nassau,297180,,,
36061,New York,301999,,,
36063,Niagara,55027,,,
36065,Oneida,56429,,,
36067,Onondaga,104750,,,
36069,Ontario,29702,,,
36071,Orange,71402,,,
36073,Orleans,10026,,,
36075,Oswego,28089,,,
36077,Otsego,15560,,,
36079,Putnam,21912,,,
36081,Queens,410470,,,
36083,Rensselaer,35469,,,
36085,Richmond,98550,,,
36087,Rockland,60495,,,
36091,Saratoga,56721,,,
36093,Schenectady,35026,,,
36095,Schoharie,8401,,,
36097,Schuyler,5213,,,
36099,Seneca,8544,,,
36089,St. Lawrence,25546,,,
36101,Steuben,24147,,,
36103,Suffolk,327042,,,
36105,Sullivan,18349,,,
36107,Tioga,12625,,,
36109,Tompkins,18913,,,
36000,UNKNOWN,*,,,
36111,Ulster,45325,,,
36113,Warren,19781,,,
36115,Washington,16267,,,
36117,Wayne,24387,,,
36119,Westchester,195771,,,
36121,Wyoming,9737,,,
36123,Yates,6424,,,
39001,Adams,7043,,,
39003,Allen,23820,,,
39005,Ashland,12791,,,
39007,Ashtabula,25560,,,
39009,Athens,11526,,,
39011,Auglaize,11125,,,
39013,Belmont,17284,,,
39015,Brown,10784,,,
39017,Butler,75378,,,
39019,Carroll,7203,,,
39021,Champaign,9321,,,
39023,Clark,32897,,,
39025,Clermont,47139,,,
39027,Clinton,9845,,,
39029,Columbiana,26996,,,
39031,Coshocton,8917,,,
39033,Crawford,11343,,,
39035,Cuyahoga,280052,,,
39037,Darke,12763,,,
39039,Defiance,9724,,,
39041,Delaware,39905,,,
39043,Erie,21458,,,
39045,Fairfield,32986,,,
39047,Fayette,6929,,,
39049,Franklin,205672,,,
39051,Fulton,10376,,,
39053,Gallia,7457,,,
39055,Geauga,23823,,,
39057,Greene,36563,,,
39059,Guernsey,9922,,,
39061,Hamilton,163463,,,
39063,Hancock,16794,,,
39065,Hardin,6635,,,
39067,Harrison,4046,,,
39069,Henry,6893,,,
39071,Highland,10482,,,
39073,Hocking,6902,,,
39075,Holmes,5496,,,
39077,Huron,14150,,,
39079,Jackson,7894,,,
39081,Jefferson,17694,,,
39083,Knox,14780,,,
39085,Lake,60055,,,
39087,Lawrence,14949,,,
39089,Licking,39369,,,
39091,Logan,11237,,,
39093,Lorain,76267,,,
39095,Lucas,93925,,,
39097,Madison,9087,,,
39099,Mahoning,61927,,,
39101,Marion,15323,,,
39103,Medina,43290,,,
39105,Meigs,5835,,,
39107,Mercer,9692,,,
39109,Miami,25988,,,
39111,Monroe,3799,,,
39113,Montgomery,120038,,,
39115,Morgan,3638,,,
39117,Morrow,7996,,,
39119,Muskingum,22106,,,
39121,Noble,2868,,,
39123,Ottawa,12981,,,
39125,Paulding,4542,,,
39127,Perry,8621,,,
39129,Pickaway,12207,,,
39131,Pike,6534,,,
39133,Portage,36789,,,
39135,Preble,10417,,,
39137,Putnam,7904,,,
39139,Richland,30891,,,
39141,Ross,17522,,,
39143,Sandusky,15020,,,
39145,Scioto,17760,,,
39147,Seneca,13618,,,
39149,Shelby,10542,,,
39151,Stark,94372,,,
39153,Summit,126160,,,
39155,Trumbull,55036,,,
39157,Tuscarawas,22619,,,
39000,UNKNOWN,*,,,
39159,Union,10612,,,
39161,Van Wert,6915,,,
39163,Vinton,3060,,,
39165,Warren,46517,,,
39167,Washington,16582,,,
39169,Wayne,26088,,,
39171,Williams,9437,,,
39173,Wood,27288,,,
39175,Wyandot,5482,,,
40001,Adair,4416,,,
40003,Alfalfa,1211,,,
40005,Atoka,3299,,,
40007,Beaver,1026,,,
40009,Beckham,4399,,,
40011,Blaine,2115,,,
40013,Bryan,10471,,,
40015,Caddo,6383,,,
40017,Canadian,27905,,,
40019,Carter,11784,,,
40021,Cherokee,10580,,,
40023,Choctaw,3996,,,
40025,Cimarron,595,,,
40027,Cleveland,53003,,,
40029,Coal,1229,,,
40031,Comanche,21816,,,
40033,Cotton,1365,,,
40035,Craig,3837,,,
40037,Creek,17412,,,
40039,Custer,5156,,,
40041,Delaware,12372,,,
40043,Dewey,1206,,,
40045,Ellis,993,,,
40047,Garfield,13061,,,
40049,Garvin,6574,,,
40051,Grady,11922,,,
40053,Grant,1063,,,
40055,Greer,1278,,,
40057,Harmon,657,,,
40059,Harper,863,,,
40061,Haskell,3079,,,
40063,Hughes,3127,,,
40065,Jackson,4791,,,
40067,Jefferson,1547,,,
40069,Johnston,2703,,,
40071,Kay,10820,,,
40073,Kingfisher,3079,,,
40075,Kiowa,2368,,,
40077,Latimer,2746,,,
40079,Le Flore,12125,,,
40081,Lincoln,8305,,,
40083,Logan,10230,,,
40085,Love,2498,,,
40093,Major,1750,,,
40095,Marshall,4356,,,
40097,Mayes,10180,,,
40087,McClain,9509,,,
40089,McCurtain,7542,,,
40091,McIntosh,5799,,,
40099,Murray,3519,,,
40101,Muskogee,16533,,,
40103,Noble,2725,,,
40105,Nowata,2478,,,
40107,Okfuskee,2738,,,
40109,Oklahoma,144969,,,
40111,Okmulgee,9667,,,
40113,Osage,10588,,,
40115,Ottawa,7849,,,
40117,Pawnee,4042,,,
40119,Payne,13941,,,
40121,Pittsburg,11163,,,
40123,Pontotoc,8584,,,
40125,Pottawatomie,16797,,,
40127,Pushmataha,3081,,,
40129,Roger Mills,871,,,
40131,Rogers,20997,,,
40133,Seminole,5764,,,
40135,Sequoyah,10665,,,
40137,Stephens,11482,,,
40139,Texas,2791,,,
40141,Tillman,1711,,,
40143,Tulsa,127670,,,
40000,UNKNOWN,*,,,
40145,Wagoner,17861,,,
40147,Washington,13363,,,
40149,Washita,2526,,,
40151,Woods,1796,,,
40153,Woodward,3988,,,
41001,Baker,5626,,,
41003,Benton,19858,,,
41005,Clackamas,98056,,,
41007,Clatsop,11916,,,
41009,Columbia,13586,,,
41011,Coos,22576,,,
41013,Crook,8151,,,
41015,Curry,10271,,,
41017,Deschutes,52207,,,
41019,Douglas,37098,,,
41021,Gilliam,633,,,
41023,Grant,2464,,,
41025,Harney,2236,,,
41027,Hood River,4996,,,
41029,Jackson,62003,,,
41031,Jefferson,6328,,,
41033,Josephine,28970,,,
41035,Klamath,19492,,,
41037,Lake,2475,,,
41039,Lane,98000,,,
41041,Lincoln,18736,,,
41043,Linn,32750,,,
41045,Malheur,6684,,,
41047,Marion,71853,,,
41049,Morrow,2419,,,
41051,Multnomah,138577,,,
41053,Polk,20637,,,
41055,Sherman,569,,,
41057,Tillamook,9076,,,
41000,UNKNOWN,*,,,
41059,Umatilla,16069,,,
41061,Union,7058,,,
41063,Wallowa,2694,,,
41065,Wasco,6962,,,
41067,Washington,103155,,,
41069,Wheeler,540,,,
41071,Yamhill,24471,,,
42001,Adams,28166,,,
42003,Allegheny,287791,,,
42005,Armstrong,18849,,,
42007,Beaver,45916,,,
42009,Bedford,14068,,,
42011,Berks,94311,,,
42013,Blair,33705,,,
42015,Bradford,16303,,,
42017,Bucks,156265,,,
42019,Butler,49814,,,
42021,Cambria,39326,,,
42023,Cameron,1548,,,
42025,Carbon,18151,,,
42027,Centre,27816,,,
42029,Chester,111037,,,
42031,Clarion,10085,,,
42033,Clearfield,21295,,,
42035,Clinton,9535,,,
42037,Columbia,16489,,,
42039,Crawford,23335,,,
42041,Cumberland,60825,,,
42043,Dauphin,63254,,,
42045,Delaware,120845,,,
42047,Elk,8988,,,
42049,Erie,66209,,,
42051,Fayette,36844,,,
42053,Forest,1928,,,
42055,Franklin,39161,,,
42057,Fulton,4018,,,
42059,Greene,9148,,,
42061,Huntingdon,11595,,,
42063,Indiana,21256,,,
42065,Jefferson,12248,,,
42067,Juniata,5874,,,
42069,Lackawanna,56137,,,
42071,Lancaster,125158,,,
42073,Lawrence,24574,,,
42075,Lebanon,35262,,,
42077,Lehigh,82128,,,
42079,Luzerne,79334,,,
42081,Lycoming,29550,,,
42083,McKean,10969,,,
42085,Mercer,30964,,,
42087,Mifflin,12105,,,
42089,Monroe,38721,,,
42091,Montgomery,187706,,,
42093,Montour,4877,,,
42095,Northampton,77761,,,
42097,Northumberland,24769,,,
42099,Perry,11719,,,
42101,Philadelphia,271385,,,
42103,Pike,16629,,,
42105,Potter,5009,,,
42107,Schuylkill,38167,,,
42109,Snyder,9389,,,
42111,Somerset,21098,,,
42113,Sullivan,2140,,,
42115,Susquehanna,11334,,,
42117,Tioga,11613,,,
42000,UNKNOWN,*,,,
42119,Union,9153,,,
42121,Venango,15433,,,
42123,Warren,11404,,,
42125,Washington,56265,,,
42127,Wayne,15143,,,
42129,Westmoreland,103011,,,
42131,Wyoming,7467,,,
42133,York,105484,,,
44001,Bristol,12989,,,
44003,Kent,44464,,,
44005,Newport,22516,,,
44007,Providence,132375,,,
44000,UNKNOWN,*,,,
44009,Washington,36277,,,
45001,Abbeville,6880,,,
45003,Aiken,44463,,,
45005,Allendale,2207,,,
45007,Anderson,49764,,,
45009,Bamberg,3666,,,
45011,Barnwell,5314,,,
45013,Beaufort,61276,,,
45015,Berkeley,45495,,,
45017,Calhoun,4105,,,
45019,Charleston,85709,,,
45021,Cherokee,13457,,,
45023,Chester,8411,,,
45025,Chesterfield,10723,,,
45027,Clarendon,9823,,,
45029,Colleton,10698,,,
45031,Darlington,16720,,,
45033,Dillon,7117,,,
45035,Dorchester,32354,,,
45037,Edgefield,6767,,,
45039,Fairfield,6305,,,
45041,Florence,32501,,,
45043,Georgetown,22936,,,
45045,Greenville,115178,,,
45047,Greenwood,17564,,,
45049,Hampton,4824,,,
45051,Horry,126577,,,
45053,Jasper,9123,,,
45055,Kershaw,17235,,,
45057,Lancaster,26535,,,
45059,Laurens,17804,,,
45061,Lee,4455,,,
45063,Lexington,65376,,,
45067,Marion,8355,,,
45069,Marlboro,6704,,,
45065,McCormick,4543,,,
45071,Newberry,10323,,,
45073,Oconee,24619,,,
45075,Orangeburg,22277,,,
45077,Pickens,29743,,,
45079,Richland,76723,,,
45081,Saluda,3869,,,
45083,Spartanburg,73825,,,
45085,Sumter,24407,,,
45000,UNKNOWN,*,,,
45087,Union,7816,,,
45089,Williamsburg,8798,,,
45091,York,55957,,,
46003,Aurora,654,,,
46005,Beadle,4099,,,
46007,Bennett,515,,,
46009,Bon Homme,1656,,,
46011,Brookings,5830,,,
46013,Brown,8432,,,
46015,Brule,1257,,,
46017,Buffalo,225,,,
46019,Butte,2719,,,
46021,Campbell,452,,,
46023,Charles Mix,1951,,,
46025,Clark,896,,,
46027,Clay,2302,,,
46029,Codington,6646,,,
46031,Corson,602,,,
46033,Custer,3481,,,
46035,Davison,4785,,,
46037,Day,1678,,,
46039,Deuel,1054,,,
46041,Dewey,879,,,
46043,Douglas,832,,,
46045,Edmunds,974,,,
46047,Fall River,2907,,,
46049,Faulk,594,,,
46051,Grant,2188,,,
46053,Gregory,1236,,,
46055,Haakon,600,,,
46057,Hamlin,1238,,,
46059,Hand,918,,,
46061,Hanson,1184,,,
46063,Harding,303,,,
46065,Hughes,3817,,,
46067,Hutchinson,1965,,,
46069,Hyde,375,,,
46071,Jackson,494,,,
46073,Jerauld,597,,,
46075,Jones,251,,,
46077,Kingsbury,1489,,,
46079,Lake,2801,,,
46081,Lawrence,8008,,,
46083,Lincoln,11567,,,
46085,Lyman,734,,,
46091,Marshall,1190,,,
46087,McCook,1395,,,
46089,McPherson,735,,,
46093,Meade,6260,,,
46095,Mellette,371,,,
46097,Miner,643,,,
46099,Minnehaha,40321,,,
46101,Moody,1443,,,
46102,Oglala Lakota,1431,,,
46103,Pennington,30490,,,
46105,Perkins,862,,,
46107,Potter,690,,,
46109,Roberts,2259,,,
46111,Sanborn,580,,,
46115,Spink,1668,,,
46117,Stanley,775,,,
46119,Sully,355,,,
46121,Todd,1022,,,
46123,Tripp,1442,,,
46125,Turner,2128,,,
46000,UNKNOWN,*,,,
46127,Union,3771,,,
46129,Walworth,1561,,,
46135,Yankton,5842,,,
46137,Ziebach,185,,,
47001,Anderson,20277,,,
47003,Bedford,10309,,,
47005,Benton,5056,,,
47007,Bledsoe,3739,,,
47009,Blount,35601,,,
47011,Bradley,25244,,,
47013,Campbell,10905,,,
47015,Cannon,3647,,,
47017,Carroll,7869,,,
47019,Carter,16102,,,
47021,Cheatham,9162,,,
47023,Chester,3998,,,
47025,Claiborne,9226,,,
47027,Clay,2305,,,
47029,Cocke,11390,,,
47031,Coffee,14069,,,
47033,Crockett,3415,,,
47035,Cumberland,25049,,,
47037,Davidson,106229,,,
47041,DeKalb,5162,,,
47039,Decatur,3632,,,
47043,Dickson,12392,,,
47045,Dyer,8641,,,
47047,Fayette,11852,,,
47049,Fentress,6161,,,
47051,Franklin,11354,,,
47053,Gibson,12511,,,
47055,Giles,7931,,,
47057,Grainger,6897,,,
47059,Greene,21183,,,
47061,Grundy,4163,,,
47063,Hamblen,15859,,,
47065,Hamilton,82502,,,
47067,Hancock,1981,,,
47069,Hardeman,6285,,,
47071,Hardin,7977,,,
47073,Hawkins,17317,,,
47075,Haywood,4523,,,
47077,Henderson,7184,,,
47079,Henry,9758,,,
47081,Hickman,5788,,,
47083,Houston,2320,,,
47085,Humphreys,4925,,,
47087,Jackson,3500,,,
47089,Jefferson,15291,,,
47091,Johnson,5678,,,
47093,Knox,99592,,,
47095,Lake,1448,,,
47097,Lauderdale,5661,,,
47099,Lawrence,10870,,,
47101,Lewis,3335,,,
47103,Lincoln,9269,,,
47105,Loudon,20017,,,
47111,Macon,5530,,,
47113,Madison,23178,,,
47115,Marion,7955,,,
47117,Marshall,7783,,,
47119,Maury,23937,,,
47107,McMinn,14548,,,
47109,McNairy,7344,,,
47121,Meigs,3897,,,
47123,Monroe,13750,,,
47125,Montgomery,32203,,,
47127,Moore,1684,,,
47129,Morgan,5308,,,
47131,Obion,8346,,,
47133,Overton,6238,,,
47135,Perry,2351,,,
47137,Pickett,1680,,,
47139,Polk,5202,,,
47141,Putnam,18795,,,
47143,Rhea,8718,,,
47145,Roane,15857,,,
47147,Robertson,15265,,,
47149,Rutherford,50684,,,
47151,Scott,5449,,,
47153,Sequatchie,5276,,,
47155,Sevier,25538,,,
47157,Shelby,168464,,,
47159,Smith,4614,,,
47161,Stewart,3683,,,
47163,Sullivan,46161,,,
47165,Sumner,40840,,,
47167,Tipton,12945,,,
47169,Trousdale,2031,,,
47000,UNKNOWN,*,,,
47171,Unicoi,5681,,,
47173,Union,5093,,,
47175,Van Buren,1867,,,
47177,Warren,10374,,,
47179,Washington,33784,,,
47181,Wayne,4064,,,
47183,Weakley,7791,,,
47185,White,7867,,,
47187,Williamson,43690,,,
47189,Wilson,30947,,,
48001,Anderson,11657,,,
48003,Andrews,2479,,,
48005,Angelina,19314,,,
48007,Aransas,8452,,,
48009,Archer,2113,,,
48011,Armstrong,521,,,
48013,Atascosa,10102,,,
48015,Austin,7815,,,
48017,Bailey,1150,,,
48019,Bandera,8037,,,
48021,Bastrop,18561,,,
48023,Baylor,1006,,,
48025,Bee,5346,,,
48027,Bell,62310,,,
48029,Bexar,335144,,,
48031,Blanco,4228,,,
48033,Borden,121,,,
48035,Bosque,5711,,,
48037,Bowie,20979,,,
48039,Brazoria,60635,,,
48041,Brazos,29202,,,
48043,Brewster,2423,,,
48045,Briscoe,441,,,
48047,Brooks,1602,,,
48049,Brown,9987,,,
48051,Burleson,5222,,,
48053,Burnet,14753,,,
48055,Caldwell,8657,,,
48057,Calhoun,4740,,,
48059,Callahan,3745,,,
48061,Cameron,72058,,,
48063,Camp,3116,,,
48065,Carson,1320,,,
48067,Cass,8676,,,
48069,Castro,1287,,,
48071,Chambers,7726,,,
48073,Cherokee,11707,,,
48075,Childress,1412,,,
48077,Clay,2801,,,
48079,Cochran,565,,,
48081,Coke,1050,,,
48083,Coleman,2716,,,
48085,Collin,148912,,,
48087,Collingsworth,700,,,
48089,Colorado,5987,,,
48091,Comal,43658,,,
48093,Comanche,3832,,,
48095,Concho,785,,,
48097,Cooke,9588,,,
48099,Coryell,12212,,,
48101,Cottle,420,,,
48103,Crane,707,,,
48105,Crockett,793,,,
48107,Crosby,1323,,,
48109,Culberson,559,,,
48111,Dallam,984,,,
48113,Dallas,359395,,,
48115,Dawson,2328,,,
48123,DeWitt,4905,,,
48117,Deaf Smith,2837,,,
48119,Delta,1452,,,
48121,Denton,126130,,,
48125,Dickens,582,,,
48127,Dimmit,1968,,,
48129,Donley,981,,,
48131,Duval,2487,,,
48133,Eastland,5086,,,
48135,Ector,21840,,,
48137,Edwards,593,,,
48141,El Paso,149330,,,
48139,Ellis,35350,,,
48143,Erath,7787,,,
48145,Falls,4011,,,
48147,Fannin,8409,,,
48149,Fayette,7877,,,
48151,Fisher,995,,,
48153,Floyd,1271,,,
48155,Foard,368,,,
48157,Fort Bend,126543,,,
48159,Franklin,2694,,,
48161,Freestone,4865,,,
48163,Frio,3060,,,
48165,Gaines,2222,,,
48167,Galveston,67275,,,
48169,Garza,910,,,
48171,Gillespie,9641,,,
48173,Glasscock,204,,,
48175,Goliad,1988,,,
48177,Gonzales,4662,,,
48179,Gray,4345,,,
48181,Grayson,32990,,,
48183,Gregg,27673,,,
48185,Grimes,7139,,,
48187,Guadalupe,32636,,,
48189,Hale,5911,,,
48191,Hall,811,,,
48193,Hamilton,2503,,,
48195,Hansford,959,,,
48197,Hardeman,1012,,,
48199,Hardin,13074,,,
48201,Harris,641854,,,
48203,Harrison,14756,,,
48205,Hartley,637,,,
48207,Haskell,1460,,,
48209,Hays,39488,,,
48211,Hemphill,709,,,
48213,Henderson,23155,,,
48215,Hidalgo,121012,,,
48217,Hill,9741,,,
48219,Hockley,4290,,,
48221,Hood,20085,,,
48223,Hopkins,8701,,,
48225,Houston,5958,,,
48227,Howard,5532,,,
48229,Hudspeth,788,,,
48231,Hunt,21032,,,
48233,Hutchinson,4446,,,
48235,Irion,394,,,
48237,Jack,1809,,,
48239,Jackson,3497,,,
48241,Jasper,9239,,,
48243,Jeff Davis,755,,,
48245,Jefferson,46869,,,
48247,Jim Hogg,1021,,,
48249,Jim Wells,8774,,,
48251,Johnson,36030,,,
48253,Jones,3686,,,
48255,Karnes,2968,,,
48257,Kaufman,25437,,,
48259,Kendall,12976,,,
48261,Kenedy,55,,,
48263,Kent,211,,,
48265,Kerr,18075,,,
48267,Kimble,1354,,,
48269,King,38,,,
48271,Kinney,974,,,
48273,Kleberg,5464,,,
48275,Knox,915,,,
48283,La Salle,1206,,,
48277,Lamar,12214,,,
48279,Lamb,2806,,,
48281,Lampasas,6184,,,
48285,Lavaca,5920,,,
48287,Lee,4151,,,
48289,Leon,5648,,,
48291,Liberty,16013,,,
48293,Limestone,5609,,,
48295,Lipscomb,675,,,
48297,Live Oak,2774,,,
48299,Llano,8771,,,
48301,Loving,15,,,
48303,Lubbock,53306,,,
48305,Lynn,1146,,,
48313,Madison,2681,,,
48315,Marion,3242,,,
48317,Martin,812,,,
48319,Mason,1460,,,
48321,Matagorda,8065,,,
48323,Maverick,11288,,,
48307,McCulloch,2365,,,
48309,McLennan,49997,,,
48311,McMullen,181,,,
48325,Medina,11395,,,
48327,Menard,735,,,
48329,Midland,21933,,,
48331,Milam,6636,,,
48333,Mills,1535,,,
48335,Mitchell,1548,,,
48337,Montague,5857,,,
48339,Montgomery,113440,,,
48341,Moore,2754,,,
48343,Morris,3630,,,
48345,Motley,376,,,
48347,Nacogdoches,12928,,,
48349,Navarro,11530,,,
48351,Newton,3157,,,
48353,Nolan,3374,,,
48355,Nueces,67225,,,
48357,Ochiltree,1426,,,
48359,Oldham,470,,,
48361,Orange,17569,,,
48363,Palo Pinto,7207,,,
48365,Panola,5682,,,
48367,Parker,32530,,,
48369,Parmer,1545,,,
48371,Pecos,2476,,,
48373,Polk,20025,,,
48375,Potter,20629,,,
48377,Presidio,1880,,,
48379,Rains,3589,,,
48381,Randall,26681,,,
48383,Reagan,496,,,
48385,Real,1431,,,
48387,Red River,3763,,,
48389,Reeves,2202,,,
48391,Refugio,1855,,,
48393,Roberts,195,,,
48395,Robertson,4358,,,
48397,Rockwall,19715,,,
48399,Runnels,2715,,,
48401,Rusk,11179,,,
48403,Sabine,3673,,,
48405,San Augustine,2622,,,
48407,San Jacinto,7331,,,
48409,San Patricio,14433,,,
48411,San Saba,1637,,,
48413,Schleicher,628,,,
48415,Scurry,3210,,,
48417,Shackelford,847,,,
48419,Shelby,5540,,,
48421,Sherman,413,,,
48423,Smith,51866,,,
48425,Somervell,2322,,,
48427,Starr,10350,,,
48429,Stephens,2205,,,
48431,Sterling,247,,,
48433,Stonewall,406,,,
48435,Sutton,873,,,
48437,Swisher,1470,,,
48439,Tarrant,315893,,,
48441,Taylor,28056,,,
48443,Terrell,256,,,
48445,Terry,2105,,,
48447,Throckmorton,412,,,
48449,Titus,6012,,,
48451,Tom Green,24729,,,
48453,Travis,156605,,,
48455,Trinity,4727,,,
48457,Tyler,5449,,,
48000,UNKNOWN,*,,,
48459,Upshur,9845,,,
48461,Upton,680,,,
48463,Uvalde,5851,,,
48465,Val Verde,9084,,,
48467,Van Zandt,14484,,,
48469,Victoria,19651,,,
48471,Walker,12158,,,
48473,Waller,9077,,,
48475,Ward,1988,,,
48477,Washington,9952,,,
48479,Webb,38092,,,
48481,Wharton,9379,,,
48483,Wheeler,1206,,,
48485,Wichita,27213,,,
48487,Wilbarger,2956,,,
48489,Willacy,3791,,,
48491,Williamson,98286,,,
48493,Wilson,11104,,,
48495,Winkler,1153,,,
48497,Wise,14687,,,
48499,Wood,16542,,,
48501,Yoakum,1344,,,
48503,Young,4751,,,
48505,Zapata,2158,,,
48507,Zavala,2188,,,
49001,Beaver,1486,,,
49003,Box Elder,9808,,,
49005,Cache,16944,,,
49007,Carbon,4966,,,
49009,Daggett,281,,,
49011,Davis,48007,,,
49013,Duchesne,3701,,,
49015,Emery,2283,,,
49017,Garfield,1314,,,
49019,Grand,2216,,,
49021,Iron,10450,,,
49023,Juab,1909,,,
49025,Kane,2306,,,
49027,Millard,2726,,,
49029,Morgan,1901,,,
49031,Piute,460,,,
49033,Rich,515,,,
49035,Salt Lake,163270,,,
49037,San Juan,2480,,,
49039,Sanpete,5546,,,
49041,Sevier,4728,,,
49043,Summit,7754,,,
49045,Tooele,9702,,,
49000,UNKNOWN,*,,,
49047,Uintah,5491,,,
49049,Utah,68223,,,
49051,Wasatch,5593,,,
49053,Washington,46466,,,
49055,Wayne,744,,,
49057,Weber,41575,,,
51001,Accomack,10320,,,
51003,Albemarle,25154,,,
51510,Alexandria City,20593,,,
51005,Alleghany,4716,,,
51007,Amelia,3570,,,
51009,Amherst,8655,,,
51011,Appomattox,4493,,,
51013,Arlington,27766,,,
51015,Augusta,20282,,,
51017,Bath,1401,,,
51019,Bedford,22751,,,
51021,Bland,1927,,,
51023,Botetourt,9733,,,
51520,Bristol City,4678,,,
51025,Brunswick,4453,,,
51027,Buchanan,7037,,,
51029,Buckingham,4024,,,
51530,Buena Vista City,1593,,,
51031,Campbell,14034,,,
51033,Caroline,6921,,,
51035,Carroll,9079,,,
51036,Charles City,2109,,,
51037,Charlotte,3429,,,
51540,Charlottesville City,6935,,,
51550,Chesapeake City,46384,,,
51041,Chesterfield,73496,,,
51043,Clarke,4112,,,
51570,Colonial Heights City,4436,,,
51580,Covington City,1798,,,
51045,Craig,1446,,,
51047,Culpeper,11295,,,
51049,Cumberland,2481,,,
51590,Danville City,11859,,,
51051,Dickenson,4914,,,
51053,Dinwiddie,6570,,,
51595,Emporia City,1387,,,
51057,Essex,3331,,,
51059,Fairfax,178618,,,
51600,Fairfax City,5040,,,
51610,Falls Church City,2495,,,
51061,Fauquier,14940,,,
51063,Floyd,4640,,,
51065,Fluvanna,7373,,,
51067,Franklin,16646,,,
51620,Franklin City,2410,,,
51069,Frederick,20180,,,
51630,Fredericksburg City,4755,,,
51640,Galax City,2024,,,
51071,Giles,4733,,,
51073,Gloucester,10522,,,
51075,Goochland,7497,,,
51077,Grayson,4857,,,
51079,Greene,4766,,,
51081,Greensville,2400,,,
51083,Halifax,10548,,,
51650,Hampton City,28505,,,
51085,Hanover,25953,,,
51660,Harrisonburg City,6459,,,
51087,Henrico,66472,,,
51089,Henry,15208,,,
51091,Highland,947,,,
51670,Hopewell City,5022,,,
51093,Isle of Wight,10029,,,
51095,James City,24927,,,
51099,King George,4882,,,
51101,King William,4125,,,
51097,King and Queen,2008,,,
51103,Lancaster,4776,,,
51105,Lee,6698,,,
51678,Lexington City,1679,,,
51107,Loudoun,50246,,,
51109,Louisa,10258,,,
51111,Lunenburg,3372,,,
51680,Lynchburg City,16256,,,
51113,Madison,3763,,,
51683,Manassas City,5562,,,
51685,Manassas Park City,1372,,,
51690,Martinsville City,4414,,,
51115,Mathews,3216,,,
51117,Mecklenburg,10163,,,
51119,Middlesex,4033,,,
51121,Montgomery,15656,,,
51125,Nelson,5328,,,
